"","id","age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","salary","age_cat"
"6103",6103,18,"Self-Employed",38307,"11th",7,"Not-Married","Blue-Collar","Own-child","White","Male",30," United-States",0,"cat_1"
"6104",6104,41,"Private",116391,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"6105",6105,57,"Private",210496,"10th",6,"Widowed","Service","Unmarried","White","Female",40," United-States",0,"cat_4"
"6106",6106,37,"Private",168475,"HS-grad",9,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"6107",6107,46,"Private",174386,"HS-grad",9,"Not-Married","Service","Unmarried","White","Female",24," United-States",0,"cat_4"
"6108",6108,39,"Private",166744,"HS-grad",9,"Not-Married","Service","Own-child","White","Female",38," United-States",0,"cat_3"
"6109",6109,19,"Private",375114,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Female",40," United-States",0,"cat_1"
"6110",6110,41,"Private",373469,"Assoc-acdm",12,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"6111",6111,54,"Private",339667,"HS-grad",9,"Not-Married","Admin","Not-in-family","White","Male",41," United-States",0,"cat_4"
"6112",6112,39,"Private",91711,"Masters",14,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"6113",6113,41,"Private",82049,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"6114",6114,26,"Private",236242,"Prof-school",15,"Not-Married","Professional","Not-in-family","White","Female",30," United-States",0,"cat_2"
"6115",6115,57,"Self-Employed",140319,"HS-grad",9,"Married","Admin","Husband","White","Male",50," United-States",0,"cat_4"
"6116",6116,33,"Other-Govt",34080,"Some-college",10,"Married","Other-Occupations","Husband","White","Male",40," United-States",1,"cat_2"
"6117",6117,56,"Private",204816,"Some-college",10,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"6118",6118,60,"Private",187124,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"6119",6119,22,"Private",72310,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",70," United-States",0,"cat_2"
"6120",6120,58,"Private",175127,"12th",8,"Married","Blue-Collar","Other-relative","White","Male",40," United-States",0,"cat_4"
"6121",6121,48,"Federal-Govt",205707,"Masters",14,"Not-Married","White-Collar","Not-in-family","White","Female",50," United-States",1,"cat_4"
"6122",6122,45,"Other-Govt",236586,"Masters",14,"Married","Professional","Husband","White","Male",55," United-States",1,"cat_3"
"6123",6123,18,"Private",71792,"HS-grad",9,"Not-Married","Sales","Own-child","Asian-Pac-Islander","Female",40," United-States",0,"cat_1"
"6124",6124,56,"Private",87584,"HS-grad",9,"Widowed","Service","Unmarried","White","Female",40," United-States",0,"cat_4"
"6125",6125,48,"Self-Employed",136878,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",60," United-States",1,"cat_4"
"6126",6126,40,"Private",287983,"Bachelors",13,"Not-Married","Other-Occupations","Not-in-family","Asian-Pac-Islander","Female",48," Philippines",0,"cat_3"
"6127",6127,38,"Private",110607,"HS-grad",9,"Not-Married","Service","Not-in-family","White","Male",32," United-States",0,"cat_3"
"6128",6128,58,"Private",109015,"Some-college",10,"Not-Married","Admin","Unmarried","White","Female",40," United-States",0,"cat_4"
"6129",6129,23,"Private",235071,"Some-college",10,"Not-Married","White-Collar","Own-child","White","Male",50," United-States",0,"cat_2"
"6130",6130,63,"Private",88653,"Some-college",10,"Married","Professional","Husband","White","Male",40," ?",0,"cat_4"
"6131",6131,51,"Private",332243,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Male",45," United-States",0,"cat_4"
"6133",6133,44,"Private",45093,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",70," United-States",0,"cat_3"
"6134",6134,46,"Federal-Govt",161337,"Some-college",10,"Not-Married","Other-Occupations","Not-in-family","White","Male",40," United-States",0,"cat_4"
"6135",6135,64,"Other-Govt",211222,"Bachelors",13,"Married","Admin","Husband","White","Male",40," United-States",0,"cat_4"
"6136",6136,32,"Private",295117,"Bachelors",13,"Married","White-Collar","Husband","Black","Male",40," England",1,"cat_2"
"6137",6137,31,"Private",206541,"Some-college",10,"Married","Admin","Husband","White","Male",40," United-States",0,"cat_2"
"6138",6138,36,"Private",238415,"Assoc-voc",11,"Married","Sales","Husband","White","Male",50," United-States",1,"cat_3"
"6139",6139,21,"Private",29810,"HS-grad",9,"Not-Married","Service","Not-in-family","White","Female",50," United-States",0,"cat_2"
"6140",6140,30,"Private",108023,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"6141",6141,31,"Private",114324,"Assoc-voc",11,"Not-Married","Service","Not-in-family","Black","Female",40," United-States",0,"cat_2"
"6142",6142,54,"Private",172281,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",50," United-States",0,"cat_4"
"6143",6143,59,"Other-Govt",197290,"9th",5,"Married","Service","Husband","White","Male",40," United-States",0,"cat_4"
"6144",6144,28,"Other-Govt",191177,"Masters",14,"Married","Professional","Wife","White","Female",20," United-States",1,"cat_2"
"6145",6145,57,"Private",562558,"HS-grad",9,"Not-Married","Admin","Unmarried","White","Female",40," United-States",0,"cat_4"
"6146",6146,44,"Private",79531,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",45," United-States",0,"cat_3"
"6147",6147,53,"Self-Employed",157881,"Some-college",10,"Not-Married","White-Collar","Not-in-family","White","Male",60," United-States",0,"cat_4"
"6148",6148,58,"Self-Employed",204816,"Some-college",10,"Married","White-Collar","Husband","White","Male",60," United-States",1,"cat_4"
"6149",6149,19,"Private",185695,"Some-college",10,"Not-Married","Service","Own-child","White","Female",20," United-States",0,"cat_1"
"6150",6150,39,"Self-Employed",167482,"Assoc-acdm",12,"Married","White-Collar","Husband","White","Male",50," United-States",1,"cat_3"
"6151",6151,31,"Self-Employed",83748,"Some-college",10,"Married","White-Collar","Wife","Asian-Pac-Islander","Female",70," South",0,"cat_2"
"6152",6152,27,"Private",39232,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"6153",6153,46,"Other-Govt",236827,"9th",5,"Not-Married","Service","Unmarried","Black","Female",40," United-States",0,"cat_4"
"6154",6154,37,"Self-Employed",154410,"Masters",14,"Not-Married","White-Collar","Not-in-family","White","Male",40," United-States",0,"cat_3"
"6155",6155,27,"Private",135308,"Bachelors",13,"Not-Married","Sales","Not-in-family","Black","Female",40," United-States",0,"cat_2"
"6156",6156,33,"Private",204042,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",55," United-States",0,"cat_2"
"6157",6157,20,"Private",308239,"Some-college",10,"Not-Married","Service","Own-child","White","Male",16," United-States",0,"cat_1"
"6158",6158,55,"Private",183884,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",45," United-States",0,"cat_4"
"6159",6159,39,"Private",98948,"Assoc-acdm",12,"Not-Married","Sales","Not-in-family","White","Female",40," United-States",0,"cat_3"
"6160",6160,41,"Private",141642,"HS-grad",9,"Not-Married","Service","Not-in-family","White","Female",40," United-States",0,"cat_3"
"6161",6161,30,"Private",162623,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Female",40," United-States",0,"cat_2"
"6162",6162,39,"Self-Employed",186934,"Bachelors",13,"Not-Married","Sales","Not-in-family","White","Male",40," United-States",0,"cat_3"
"6163",6163,28,"Private",179512,"HS-grad",9,"Not-Married","White-Collar","Unmarried","White","Female",50," United-States",0,"cat_2"
"6164",6164,25,"Private",391192,"Some-college",10,"Not-Married","Sales","Own-child","White","Male",24," United-States",0,"cat_2"
"6165",6165,31,"Private",87054,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",50," United-States",0,"cat_2"
"6166",6166,51,"Private",30008,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",60," United-States",0,"cat_4"
"6167",6167,24,"Private",113466,"Bachelors",13,"Not-Married","Admin","Own-child","White","Male",40," United-States",0,"cat_2"
"6168",6168,70,"Private",642830,"HS-grad",9,"Not-Married","Other-Occupations","Not-in-family","White","Female",32," United-States",0,"cat_5"
"6169",6169,23,"Private",182117,"Some-college",10,"Not-Married","Admin","Own-child","White","Male",40," United-States",0,"cat_2"
"6170",6170,61,"Private",162432,"HS-grad",9,"Widowed","White-Collar","Not-in-family","White","Female",40," United-States",0,"cat_4"
"6171",6171,45,"Self-Employed",242184,"7th-8th",4,"Married","White-Collar","Husband","White","Male",55," United-States",1,"cat_3"
"6172",6172,47,"Private",170850,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",60," United-States",0,"cat_4"
"6173",6173,56,"Private",435022,"Some-college",10,"Not-Married","Service","Not-in-family","White","Female",50," United-States",0,"cat_4"
"6174",6174,79,"Private",120707,"Doctorate",16,"Married","Professional","Husband","White","Male",35," El-Salvador",1,"cat_5"
"6175",6175,20,"Private",170800,"Some-college",10,"Not-Married","Admin","Own-child","White","Female",15," United-States",0,"cat_1"
"6176",6176,30,"Private",268575,"HS-grad",9,"Not-Married","Blue-Collar","Unmarried","Asian-Pac-Islander","Male",40," Vietnam",0,"cat_2"
"6177",6177,27,"Private",269354,"Bachelors",13,"Married","Sales","Husband","White","Male",25," ?",0,"cat_2"
"6178",6178,40,"Private",224232,"Bachelors",13,"Married","Sales","Husband","White","Male",40," United-States",1,"cat_3"
"6180",6180,58,"Private",177368,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"6181",6181,71,"Self-Employed",163293,"Prof-school",15,"Married","Blue-Collar","Husband","White","Male",2," United-States",0,"cat_5"
"6182",6182,50,"Private",178530,"Prof-school",15,"Married","Professional","Husband","White","Male",60," United-States",1,"cat_4"
"6183",6183,29,"Other-Govt",183523,"Some-college",10,"Not-Married","White-Collar","Not-in-family","White","Male",40," Iran",0,"cat_2"
"6184",6184,33,"Private",207267,"10th",6,"Not-Married","Service","Unmarried","White","Female",35," United-States",0,"cat_2"
"6185",6185,60,"Other-Govt",27037,"HS-grad",9,"Married","Other-Occupations","Husband","Amer-Indian-Eskimo","Male",40," United-States",1,"cat_4"
"6186",6186,33,"Private",176711,"Assoc-acdm",12,"Not-Married","Admin","Not-in-family","White","Male",50," United-States",0,"cat_2"
"6187",6187,43,"Private",163215,"Bachelors",13,"Married","Service","Wife","White","Female",35," ?",1,"cat_3"
"6188",6188,33,"Private",394727,"10th",6,"Not-Married","Blue-Collar","Unmarried","Black","Male",40," United-States",0,"cat_2"
"6189",6189,33,"Private",195488,"HS-grad",9,"Married","Admin","Wife","White","Female",52," United-States",0,"cat_2"
"6190",6190,32,"Other-Govt",443546,"HS-grad",9,"Married","Other-Occupations","Husband","White","Male",45," United-States",0,"cat_2"
"6191",6191,21,"Private",121023,"Some-college",10,"Not-Married","Service","Own-child","White","Female",9," United-States",0,"cat_2"
"6192",6192,38,"Private",51838,"HS-grad",9,"Married","Professional","Wife","White","Female",40," United-States",0,"cat_3"
"6193",6193,38,"Private",258888,"Some-college",10,"Married","Admin","Wife","White","Female",35," United-States",1,"cat_3"
"6194",6194,39,"Other-Govt",189385,"Some-college",10,"Not-Married","White-Collar","Unmarried","Black","Female",30," United-States",0,"cat_3"
"6195",6195,17,"Private",198146,"11th",7,"Not-Married","Sales","Own-child","White","Female",15," United-States",0,"cat_1"
"6196",6196,21,"Private",337766,"Some-college",10,"Married","Admin","Husband","White","Male",40," United-States",0,"cat_2"
"6197",6197,42,"Private",210525,"Some-college",10,"Married","Other-Occupations","Husband","White","Male",20," United-States",1,"cat_3"
"6198",6198,42,"Private",185602,"HS-grad",9,"Married","White-Collar","Wife","White","Female",40," United-States",1,"cat_3"
"6199",6199,36,"Private",173804,"11th",7,"Not-Married","Service","Not-in-family","White","Female",40," United-States",0,"cat_3"
"6200",6200,32,"Private",251243,"Some-college",10,"Not-Married","White-Collar","Not-in-family","White","Female",50," United-States",1,"cat_2"
"6201",6201,37,"Self-Employed",415847,"Bachelors",13,"Married","Professional","Husband","White","Male",40," United-States",1,"cat_3"
"6202",6202,28,"Private",119793,"Bachelors",13,"Not-Married","Sales","Not-in-family","White","Male",40," United-States",0,"cat_2"
"6203",6203,37,"Private",181705,"Assoc-voc",11,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"6204",6204,50,"Private",182360,"HS-grad",9,"Not-Married","Professional","Unmarried","Other","Female",60," Puerto-Rico",0,"cat_4"
"6205",6205,49,"Private",61885,"11th",7,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"6206",6206,40,"Private",146520,"Masters",14,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"6207",6207,40,"Private",323790,"Some-college",10,"Married","Service","Husband","White","Male",40," United-States",0,"cat_3"
"6208",6208,49,"Private",146268,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"6209",6209,35,"Federal-Govt",287031,"Masters",14,"Not-Married","White-Collar","Not-in-family","White","Male",40," United-States",1,"cat_3"
"6210",6210,33,"Other-Govt",292217,"HS-grad",9,"Not-Married","Other-Occupations","Unmarried","White","Male",40," United-States",0,"cat_2"
"6211",6211,24,"Private",88126,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_2"
"6212",6212,41,"Private",143046,"Masters",14,"Not-Married","Admin","Not-in-family","White","Female",40," United-States",0,"cat_3"
"6213",6213,43,"Private",401623,"Some-college",10,"Married","Other-Occupations","Husband","Black","Male",40," Jamaica",1,"cat_3"
"6214",6214,36,"Self-Employed",283122,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",60," United-States",1,"cat_3"
"6215",6215,84,"Self-Employed",155057,"Bachelors",13,"Married","Blue-Collar","Husband","White","Male",20," United-States",0,"cat_5"
"6216",6216,23,"Private",260254,"HS-grad",9,"Not-Married","Sales","Own-child","White","Male",40," United-States",0,"cat_2"
"6217",6217,41,"Private",152292,"Bachelors",13,"Married","Professional","Husband","White","Male",50," United-States",1,"cat_3"
"6218",6218,55,"Self-Employed",138594,"HS-grad",9,"Married","White-Collar","Husband","White","Male",45," United-States",1,"cat_4"
"6219",6219,30,"Self-Employed",523095,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",45," United-States",0,"cat_2"
"6220",6220,46,"Private",175262,"Assoc-acdm",12,"Married","Admin","Husband","Asian-Pac-Islander","Male",40," India",0,"cat_4"
"6221",6221,55,"Private",323706,"Some-college",10,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"6222",6222,34,"Private",316470,"Some-college",10,"Not-Married","Admin","Not-in-family","White","Male",40," United-States",0,"cat_2"
"6223",6223,54,"Self-Employed",163815,"Masters",14,"Not-Married","Sales","Not-in-family","White","Male",60," United-States",0,"cat_4"
"6224",6224,27,"Private",72208,"Some-college",10,"Not-Married","Admin","Own-child","Black","Male",40," United-States",0,"cat_2"
"6225",6225,52,"Other-Govt",74784,"Masters",14,"Married","Professional","Wife","White","Female",40," United-States",1,"cat_4"
"6226",6226,36,"Private",383518,"Some-college",10,"Married","Admin","Wife","Black","Female",40," United-States",1,"cat_3"
"6227",6227,25,"Self-Employed",266668,"HS-grad",9,"Not-Married","Professional","Not-in-family","White","Male",40," United-States",0,"cat_2"
"6228",6228,52,"Private",347519,"Bachelors",13,"Married","White-Collar","Husband","White","Male",55," United-States",1,"cat_4"
"6229",6229,24,"Private",336088,"HS-grad",9,"Not-Married","White-Collar","Not-in-family","Amer-Indian-Eskimo","Female",50," United-States",0,"cat_2"
"6230",6230,36,"Private",190350,"HS-grad",9,"Not-Married","Admin","Not-in-family","Black","Female",40," United-States",0,"cat_3"
"6231",6231,31,"Private",204052,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
